N(%),C(%),H(%),O(%),H/C,O/C,(O+N)/C,Fe,Pyrolysis temperature,Ball milling(h),Particle size(nm),Pore volume(cm3/g),SSA(m2/g),Addition(mg),Adsorption temperature(ÀÌ),pH,C0(mg/L),Volume(mL),Adsorption time(min),C-C284.8,HO-C=O289,C-O285,Fe(Â·),Fe(Âµ),Adsorption capacity(mg/g)
1.276,66.258,5.926,25.5805,1.073 ,0.515 ,0.537 ,0.00 ,300 ,0 ,2937 ,0.0085 ,3.07 ,30.0 ,25 ,3.76 ,9.660 ,20 ,1440 ,13.69 ,2.65 ,3.54 ,0 ,0 ,1.367 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,30.0 ,25 ,3.76 ,9.660 ,20 ,1440 ,12.24 ,1.37 ,8.74 ,0 ,0 ,1.427 
1.2595,76.631,3.446,11.249,0.540 ,0.196 ,0.215 ,0.00 ,500 ,0 ,10098 ,0.0099 ,5.2394 ,30.0 ,25 ,3.76 ,9.660 ,20 ,1440 ,16.53 ,0.49 ,5.97 ,0 ,0 ,0.436 
1.393 ,82.655 ,3.216 ,6.132 ,0.467 ,0.099 ,0.119 ,0.00 ,600 ,0 ,10283 ,0.0563 ,63.67 ,30.0 ,25 ,3.76 ,9.660 ,20 ,1440 ,17.47 ,3.18 ,4.15 ,0 ,0 ,0.173 
1.3735,82.51,1.665,7.6425,0.242 ,0.124 ,0.143 ,0.00 ,700 ,0 ,9228 ,0.0750 ,100.00 ,30.0 ,25 ,3.76 ,9.660 ,20 ,1440 ,14.76 ,2.75 ,7.25 ,0 ,0 ,0.158 
1.542 ,64.849 ,4.450 ,23.176 ,0.823 ,0.477 ,0.504 ,0.00 ,300 ,3 ,1527 ,0.0158 ,3.69 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,10.32 ,0.80 ,8.33 ,0 ,0 ,7.719 
1.542 ,64.849 ,4.450 ,23.176 ,0.823 ,0.477 ,0.504 ,0.00 ,300 ,3 ,1527 ,0.0158 ,3.69 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,10.32 ,0.80 ,8.33 ,0 ,0 ,8.103 
1.276 ,64.099 ,3.896 ,25.729 ,0.729 ,0.535 ,0.558 ,0.00 ,300 ,6 ,1442 ,0.0227 ,8.64 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,12.24 ,2.46 ,4.53 ,0 ,0 ,8.080 
1.276 ,64.099 ,3.896 ,25.729 ,0.729 ,0.535 ,0.558 ,0.00 ,300 ,6 ,1442 ,0.0227 ,8.64 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,12.24 ,2.46 ,4.53 ,0 ,0 ,8.081 
1.159 ,63.947 ,3.833 ,25.844 ,0.719 ,0.539 ,0.560 ,0.00 ,300 ,9 ,1144 ,0.0210 ,8.71 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,9.63 ,0.86 ,8.70 ,0 ,0 ,8.530 
1.159 ,63.947 ,3.833 ,25.844 ,0.719 ,0.539 ,0.560 ,0.00 ,300 ,9 ,1144 ,0.0210 ,8.71 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,9.63 ,0.86 ,8.70 ,0 ,0 ,8.358 
1.115 ,68.230 ,4.106 ,18.654 ,0.722 ,0.365 ,0.384 ,0.00 ,400 ,3 ,685 ,0.0313 ,9.44 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,10.91 ,0.55 ,9.01 ,0 ,0 ,4.048 
1.115 ,68.230 ,4.106 ,18.654 ,0.722 ,0.365 ,0.384 ,0.00 ,400 ,3 ,685 ,0.0313 ,9.44 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,10.91 ,0.55 ,9.01 ,0 ,0 ,4.129 
1.141 ,67.930 ,3.732 ,22.175 ,0.659 ,0.435 ,0.455 ,0.00 ,400 ,6 ,930 ,0.0308 ,8.39 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,12.93 ,0.78 ,6.67 ,0 ,0 ,4.532 
1.141 ,67.930 ,3.732 ,22.175 ,0.659 ,0.435 ,0.455 ,0.00 ,400 ,6 ,930 ,0.0308 ,8.39 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,12.93 ,0.78 ,6.67 ,0 ,0 ,4.616 
1.224 ,68.198 ,4.001 ,14.342 ,0.704 ,0.280 ,0.301 ,0.00 ,400 ,9 ,857 ,0.0314 ,11.71 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,16.59 ,1.63 ,2.24 ,0 ,0 ,4.775 
1.224 ,68.198 ,4.001 ,14.342 ,0.704 ,0.280 ,0.301 ,0.00 ,400 ,9 ,857 ,0.0314 ,11.71 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,16.59 ,1.63 ,2.24 ,0 ,0 ,4.880 
1.155 ,78.711 ,3.911 ,6.855 ,0.596 ,0.116 ,0.133 ,0.00 ,500 ,3 ,428 ,0.1585 ,335.89 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,18.64 ,3.48 ,1.49 ,0 ,0 ,2.799 
1.155 ,78.711 ,3.911 ,6.855 ,0.596 ,0.116 ,0.133 ,0.00 ,500 ,3 ,428 ,0.1585 ,335.89 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,18.64 ,3.48 ,1.49 ,0 ,0 ,2.033 
1.374 ,71.007 ,4.182 ,17.699 ,0.707 ,0.332 ,0.355 ,0.00 ,500 ,6 ,442 ,0.1096 ,301.01 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,11.10 ,0.74 ,9.46 ,0 ,0 ,2.593 
1.374 ,71.007 ,4.182 ,17.699 ,0.707 ,0.332 ,0.355 ,0.00 ,500 ,6 ,442 ,0.1096 ,301.01 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,11.10 ,0.74 ,9.46 ,0 ,0 ,2.274 
1.313 ,68.292 ,3.954 ,18.546 ,0.695 ,0.362 ,0.385 ,0.00 ,500 ,9 ,720 ,0.1090 ,300.00 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,10.45 ,1.10 ,8.93 ,0 ,0 ,3.843 
1.313 ,68.292 ,3.954 ,18.546 ,0.695 ,0.362 ,0.385 ,0.00 ,500 ,9 ,720 ,0.1090 ,300.00 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,10.45 ,1.10 ,8.93 ,0 ,0 ,3.543 
1.338 ,73.489 ,3.577 ,13.969 ,0.584 ,0.253 ,0.275 ,0.00 ,600 ,3 ,349 ,0.1727 ,279.00 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,14.35 ,2.50 ,5.19 ,0 ,0 ,1.413 
1.338 ,73.489 ,3.577 ,13.969 ,0.584 ,0.253 ,0.275 ,0.00 ,600 ,3 ,349 ,0.1727 ,279.00 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,14.35 ,2.50 ,5.19 ,0 ,0 ,1.702 
1.408 ,72.443 ,3.529 ,17.448 ,0.585 ,0.321 ,0.344 ,0.00 ,600 ,6 ,434 ,0.1204 ,294.00 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,14.72 ,3.54 ,3.47 ,0 ,0 ,1.527 
1.408 ,72.443 ,3.529 ,17.448 ,0.585 ,0.321 ,0.344 ,0.00 ,600 ,6 ,434 ,0.1204 ,294.00 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,14.72 ,3.54 ,3.47 ,0 ,0 ,2.011 
1.279 ,72.482 ,3.469 ,17.413 ,0.574 ,0.320 ,0.341 ,0.00 ,600 ,9 ,380 ,0.1015 ,264.00 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,11.96 ,1.52 ,8.27 ,0 ,0 ,2.143 
1.279 ,72.482 ,3.469 ,17.413 ,0.574 ,0.320 ,0.341 ,0.00 ,600 ,9 ,380 ,0.1015 ,264.00 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,11.96 ,1.52 ,8.27 ,0 ,0 ,2.029 
1.251 ,76.053 ,2.893 ,11.655 ,0.456 ,0.204 ,0.224 ,0.00 ,700 ,3 ,462 ,0.1624 ,213.73 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,14.76 ,0.94 ,7.11 ,0 ,0 ,2.304 
1.251 ,76.053 ,2.893 ,11.655 ,0.456 ,0.204 ,0.224 ,0.00 ,700 ,3 ,462 ,0.1624 ,213.73 ,30.0 ,25 ,3.54 ,19.208 ,20 ,1440 ,14.76 ,0.94 ,7.11 ,0 ,0 ,2.134 
1.276,66.258,5.926,25.5805,1.073 ,0.515 ,0.537 ,0.00 ,300 ,0 ,2937 ,0.0085 ,3.07 ,30.0 ,30.0 ,3.78 ,10.220 ,30.0 ,1440 ,13.69 ,2.65 ,3.54 ,0 ,0 ,2.970 
1.276,66.258,5.926,25.5805,1.073 ,0.515 ,0.537 ,0.00 ,300 ,0 ,2937 ,0.0085 ,3.07 ,30.0 ,30.0 ,3.54 ,19.790 ,30.0 ,1440 ,13.69 ,2.65 ,3.54 ,0 ,0 ,2.910 
1.276,66.258,5.926,25.5805,1.073 ,0.515 ,0.537 ,0.00 ,300 ,0 ,2937 ,0.0085 ,3.07 ,30.0 ,30.0 ,3.48 ,28.920 ,30.0 ,1440 ,13.69 ,2.65 ,3.54 ,0 ,0 ,3.120 
1.276,66.258,5.926,25.5805,1.073 ,0.515 ,0.537 ,0.00 ,300 ,0 ,2937 ,0.0085 ,3.07 ,20.0 ,30.0 ,3.78 ,10.220 ,30.0 ,1440 ,9.13 ,1.77 ,2.36 ,0 ,0 ,3.300 
1.276,66.258,5.926,25.5805,1.073 ,0.515 ,0.537 ,0.00 ,300 ,0 ,2937 ,0.0085 ,3.07 ,20.0 ,30.0 ,3.54 ,19.790 ,30.0 ,1440 ,9.13 ,1.77 ,2.36 ,0 ,0 ,2.880 
1.276,66.258,5.926,25.5805,1.073 ,0.515 ,0.537 ,0.00 ,300 ,0 ,2937 ,0.0085 ,3.07 ,20.0 ,30.0 ,3.48 ,28.920 ,30.0 ,1440 ,9.13 ,1.77 ,2.36 ,0 ,0 ,3.150 
1.276,66.258,5.926,25.5805,1.073 ,0.515 ,0.537 ,0.00 ,300 ,0 ,2937 ,0.0085 ,3.07 ,10.0 ,30.0 ,3.78 ,10.220 ,30.0 ,1440 ,4.56385104,0.88388172,1.17872982,0 ,0 ,3.450 
1.276,66.258,5.926,25.5805,1.073 ,0.515 ,0.537 ,0.00 ,300 ,0 ,2937 ,0.0085 ,3.07 ,10.0 ,30.0 ,3.54 ,19.790 ,30.0 ,1440 ,4.56385104,0.88388172,1.17872982,0 ,0 ,4.020 
1.276,66.258,5.926,25.5805,1.073 ,0.515 ,0.537 ,0.00 ,300 ,0 ,2937 ,0.0085 ,3.07 ,10.0 ,30.0 ,3.48 ,28.920 ,30.0 ,1440 ,4.56385104,0.88388172,1.17872982,0 ,0 ,3.420 
1.276,66.258,5.926,25.5805,1.073 ,0.515 ,0.537 ,0.00 ,300 ,0 ,2937 ,0.0085 ,3.07 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,10 ,91.2770208,17.6776344,23.5745964,0 ,0 ,1.120 
1.276,66.258,5.926,25.5805,1.073 ,0.515 ,0.537 ,0.00 ,300 ,0 ,2937 ,0.0085 ,3.07 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,30 ,91.2770208,17.6776344,23.5745964,0 ,0 ,1.600 
1.276,66.258,5.926,25.5805,1.073 ,0.515 ,0.537 ,0.00 ,300 ,0 ,2937 ,0.0085 ,3.07 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,60 ,91.2770208,17.6776344,23.5745964,0 ,0 ,2.010 
1.276,66.258,5.926,25.5805,1.073 ,0.515 ,0.537 ,0.00 ,300 ,0 ,2937 ,0.0085 ,3.07 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,120 ,91.2770208,17.6776344,23.5745964,0 ,0 ,1.470 
1.276,66.258,5.926,25.5805,1.073 ,0.515 ,0.537 ,0.00 ,300 ,0 ,2937 ,0.0085 ,3.07 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,240 ,91.2770208,17.6776344,23.5745964,0 ,0 ,2.710 
1.276,66.258,5.926,25.5805,1.073 ,0.515 ,0.537 ,0.00 ,300 ,0 ,2937 ,0.0085 ,3.07 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,420 ,91.2770208,17.6776344,23.5745964,0 ,0 ,2.650 
1.276,66.258,5.926,25.5805,1.073 ,0.515 ,0.537 ,0.00 ,300 ,0 ,2937 ,0.0085 ,3.07 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,1110 ,91.2770208,17.6776344,23.5745964,0 ,0 ,3.350 
1.276,66.258,5.926,25.5805,1.073 ,0.515 ,0.537 ,0.00 ,300 ,0 ,2937 ,0.0085 ,3.07 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,1440 ,91.2770208,17.6776344,23.5745964,0 ,0 ,3.890 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,30.0 ,30.0 ,3.78 ,10.220 ,30.0 ,1440 ,12.24 ,1.37 ,8.74 ,0 ,0 ,1.440 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,30.0 ,30.0 ,3.54 ,19.790 ,30.0 ,1440 ,12.24 ,1.37 ,8.74 ,0 ,0 ,1.470 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,30.0 ,30.0 ,3.48 ,28.920 ,30.0 ,1440 ,12.24 ,1.37 ,8.74 ,0 ,0 ,1.840 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,30.0 ,3.78 ,10.220 ,30.0 ,1440 ,8.16077328,0.91354164,5.82997536,0 ,0 ,1.440 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,30.0 ,3.54 ,19.790 ,30.0 ,1440 ,8.16077328,0.91354164,5.82997536,0 ,0 ,1.575 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,30.0 ,3.48 ,28.920 ,30.0 ,1440 ,8.16077328,0.91354164,5.82997536,0 ,0 ,1.710 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,10.0 ,30.0 ,3.78 ,10.220 ,30.0 ,1440 ,4.08038664,0.45677082,2.91498768,0 ,0 ,1.920 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,10.0 ,30.0 ,3.54 ,19.790 ,30.0 ,1440 ,4.08038664,0.45677082,2.91498768,0 ,0 ,2.700 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,10.0 ,30.0 ,3.48 ,28.920 ,30.0 ,1440 ,4.08038664,0.45677082,2.91498768,0 ,0 ,0.360 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,10 ,81.6077328,9.1354164,58.2997536,0 ,0 ,0.830 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,30 ,81.6077328,9.1354164,58.2997536,0 ,0 ,0.420 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,60 ,81.6077328,9.1354164,58.2997536,0 ,0 ,1.280 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,120 ,81.6077328,9.1354164,58.2997536,0 ,0 ,1.180 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,240 ,81.6077328,9.1354164,58.2997536,0 ,0 ,0.860 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,420 ,81.6077328,9.1354164,58.2997536,0 ,0 ,1.630 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,1110 ,81.6077328,9.1354164,58.2997536,0 ,0 ,2.010 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,1440 ,81.6077328,9.1354164,58.2997536,0 ,0 ,1.760 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,30.0 ,30.0 ,1.28 ,19.790 ,20.0 ,1440 ,12.24 ,1.37 ,8.74 ,0 ,0 ,0.873 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,30.0 ,30.0 ,6.02 ,19.790 ,20.0 ,1440 ,12.24 ,1.37 ,8.74 ,0 ,0 ,1.707 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,30.0 ,30.0 ,11.36 ,19.790 ,20.0 ,1440 ,12.24 ,1.37 ,8.74 ,0 ,0 ,0.110 
1.2595,76.631,3.446,11.249,0.540 ,0.196 ,0.215 ,0.00 ,500 ,0 ,10098 ,0.0099 ,5.2394 ,30.0 ,30.0 ,3.78 ,10.220 ,30.0 ,1440 ,16.53 ,0.49 ,5.97 ,0 ,0 ,0.480 
1.2595,76.631,3.446,11.249,0.540 ,0.196 ,0.215 ,0.00 ,500 ,0 ,10098 ,0.0099 ,5.2394 ,30.0 ,30.0 ,3.54 ,19.790 ,30.0 ,1440 ,16.53 ,0.49 ,5.97 ,0 ,0 ,0.860 
1.2595,76.631,3.446,11.249,0.540 ,0.196 ,0.215 ,0.00 ,500 ,0 ,10098 ,0.0099 ,5.2394 ,30.0 ,30.0 ,3.48 ,28.920 ,30.0 ,1440 ,16.53 ,0.49 ,5.97 ,0 ,0 ,1.140 
1.2595,76.631,3.446,11.249,0.540 ,0.196 ,0.215 ,0.00 ,500 ,0 ,10098 ,0.0099 ,5.2394 ,20.0 ,30.0 ,3.78 ,10.220 ,30.0 ,1440 ,11.01800518,0.32798068,3.98021414,0 ,0 ,0.525 
1.2595,76.631,3.446,11.249,0.540 ,0.196 ,0.215 ,0.00 ,500 ,0 ,10098 ,0.0099 ,5.2394 ,20.0 ,30.0 ,3.54 ,19.790 ,30.0 ,1440 ,11.01800518,0.32798068,3.98021414,0 ,0 ,1.050 
1.2595,76.631,3.446,11.249,0.540 ,0.196 ,0.215 ,0.00 ,500 ,0 ,10098 ,0.0099 ,5.2394 ,20.0 ,30.0 ,3.48 ,28.920 ,30.0 ,1440 ,11.01800518,0.32798068,3.98021414,0 ,0 ,1.050 
1.2595,76.631,3.446,11.249,0.540 ,0.196 ,0.215 ,0.00 ,500 ,0 ,10098 ,0.0099 ,5.2394 ,10.0 ,30.0 ,3.78 ,10.220 ,30.0 ,1440 ,5.50900259,0.16399034,1.99010707,0 ,0 ,1.170 
1.2595,76.631,3.446,11.249,0.540 ,0.196 ,0.215 ,0.00 ,500 ,0 ,10098 ,0.0099 ,5.2394 ,10.0 ,30.0 ,3.54 ,19.790 ,30.0 ,1440 ,5.50900259,0.16399034,1.99010707,0 ,0 ,1.830 
1.2595,76.631,3.446,11.249,0.540 ,0.196 ,0.215 ,0.00 ,500 ,0 ,10098 ,0.0099 ,5.2394 ,10.0 ,30.0 ,3.48 ,28.920 ,30.0 ,1440 ,5.50900259,0.16399034,1.99010707,0 ,0 ,1.500 
1.2595,76.631,3.446,11.249,0.540 ,0.196 ,0.215 ,0.00 ,500 ,0 ,10098 ,0.0099 ,5.2394 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,10 ,110.1800518,3.2798068,39.8021414,0 ,0 ,0.510 
1.2595,76.631,3.446,11.249,0.540 ,0.196 ,0.215 ,0.00 ,500 ,0 ,10098 ,0.0099 ,5.2394 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,30 ,110.1800518,3.2798068,39.8021414,0 ,0 ,0.350 
1.2595,76.631,3.446,11.249,0.540 ,0.196 ,0.215 ,0.00 ,500 ,0 ,10098 ,0.0099 ,5.2394 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,60 ,110.1800518,3.2798068,39.8021414,0 ,0 ,0.860 
1.2595,76.631,3.446,11.249,0.540 ,0.196 ,0.215 ,0.00 ,500 ,0 ,10098 ,0.0099 ,5.2394 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,120 ,110.1800518,3.2798068,39.8021414,0 ,0 ,1.090 
1.2595,76.631,3.446,11.249,0.540 ,0.196 ,0.215 ,0.00 ,500 ,0 ,10098 ,0.0099 ,5.2394 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,240 ,110.1800518,3.2798068,39.8021414,0 ,0 ,1.060 
1.2595,76.631,3.446,11.249,0.540 ,0.196 ,0.215 ,0.00 ,500 ,0 ,10098 ,0.0099 ,5.2394 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,420 ,110.1800518,3.2798068,39.8021414,0 ,0 ,1.210 
1.2595,76.631,3.446,11.249,0.540 ,0.196 ,0.215 ,0.00 ,500 ,0 ,10098 ,0.0099 ,5.2394 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,1110 ,110.1800518,3.2798068,39.8021414,0 ,0 ,1.180 
1.2595,76.631,3.446,11.249,0.540 ,0.196 ,0.215 ,0.00 ,500 ,0 ,10098 ,0.0099 ,5.2394 ,200.0 ,25 ,3.54 ,19.280 ,200.0 ,1440 ,110.1800518,3.2798068,39.8021414,0 ,0 ,0.900 
1.393 ,82.655 ,3.216 ,6.132 ,0.467 ,0.099 ,0.119 ,0.00 ,600 ,0 ,10283 ,0.0563 ,63.67 ,30.0 ,30.0 ,3.78 ,10.220 ,30.0 ,1440 ,17.47 ,3.18 ,4.15 ,0 ,0 ,0.350 
1.393 ,82.655 ,3.216 ,6.132 ,0.467 ,0.099 ,0.119 ,0.00 ,600 ,0 ,10283 ,0.0563 ,63.67 ,30.0 ,30.0 ,3.54 ,19.790 ,30.0 ,1440 ,17.47 ,3.18 ,4.15 ,0 ,0 ,0.610 
1.393 ,82.655 ,3.216 ,6.132 ,0.467 ,0.099 ,0.119 ,0.00 ,600 ,0 ,10283 ,0.0563 ,63.67 ,30.0 ,30.0 ,3.48 ,28.920 ,30.0 ,1440 ,17.47 ,3.18 ,4.15 ,0 ,0 ,0.380 
1.393 ,82.655 ,3.216 ,6.132 ,0.467 ,0.099 ,0.119 ,0.00 ,600 ,0 ,10283 ,0.0563 ,63.67 ,20.0 ,30.0 ,3.78 ,10.220 ,30.0 ,1440 ,11.6444364,2.1209273,2.7656363,0 ,0 ,0.675 
1.393 ,82.655 ,3.216 ,6.132 ,0.467 ,0.099 ,0.119 ,0.00 ,600 ,0 ,10283 ,0.0563 ,63.67 ,20.0 ,30.0 ,3.54 ,19.790 ,30.0 ,1440 ,11.6444364,2.1209273,2.7656363,0 ,0 ,0.435 
1.393 ,82.655 ,3.216 ,6.132 ,0.467 ,0.099 ,0.119 ,0.00 ,600 ,0 ,10283 ,0.0563 ,63.67 ,20.0 ,30.0 ,3.48 ,28.920 ,30.0 ,1440 ,11.6444364,2.1209273,2.7656363,0 ,0 ,1.050 
