N(%),C(%),H(%),O(%),H/C,O/C,(O+N)/C,Fe,Pyrolysis temperature,Ball milling(h),Particle size(nm),Pore volume(cm3/g),SSA(m2/g),Addition(mg),Adsorption temperature(ÀÌ),pH,C0(mg/L),Volume(mL),Adsorption time(min),C-C284.8,HO-C=O289,C-O285,Fe(Â·),Fe(Âµ),Adsorption capacity(mg/g)
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,200.0 ,25 ,5.00 ,18.119 ,200.0 ,60 ,56.30 ,8.10 ,28.50 ,10.13 ,7.40 ,11.910 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,200.0 ,25 ,5.00 ,18.119 ,200.0 ,150 ,56.30 ,8.10 ,28.50 ,10.13 ,7.40 ,11.950 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,200.0 ,25 ,5.00 ,18.119 ,200.0 ,240 ,56.30 ,8.10 ,28.50 ,10.13 ,7.40 ,12.160 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,200.0 ,25 ,5.00 ,18.119 ,200.0 ,360 ,56.30 ,8.10 ,28.50 ,10.13 ,7.40 ,12.030 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,200.0 ,25 ,5.00 ,18.119 ,200.0 ,720 ,56.30 ,8.10 ,28.50 ,10.13 ,7.40 ,12.110 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,200.0 ,25 ,5.00 ,18.119 ,200.0 ,1080 ,56.30 ,8.10 ,28.50 ,10.13 ,7.40 ,11.970 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,200.0 ,25 ,5.00 ,18.119 ,200.0 ,1440 ,56.30 ,8.10 ,28.50 ,10.13 ,7.40 ,12.200 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,200.0 ,25 ,5.00 ,18.119 ,200.0 ,5 ,62.30 ,11.80 ,6.10 ,21.60 ,21.00 ,6.420 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,200.0 ,25 ,5.00 ,18.119 ,200.0 ,10 ,62.30 ,11.80 ,6.10 ,21.60 ,21.00 ,6.930 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,200.0 ,25 ,5.00 ,18.119 ,200.0 ,15 ,62.30 ,11.80 ,6.10 ,21.60 ,21.00 ,8.240 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,200.0 ,25 ,5.00 ,18.119 ,200.0 ,20 ,62.30 ,11.80 ,6.10 ,21.60 ,21.00 ,9.740 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,200.0 ,25 ,5.00 ,18.119 ,200.0 ,30 ,62.30 ,11.80 ,6.10 ,21.60 ,21.00 ,10.330 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,200.0 ,25 ,5.00 ,18.119 ,200.0 ,60 ,62.30 ,11.80 ,6.10 ,21.60 ,21.00 ,11.870 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,200.0 ,25 ,5.00 ,18.119 ,200.0 ,150 ,62.30 ,11.80 ,6.10 ,21.60 ,21.00 ,12.720 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,200.0 ,25 ,5.00 ,18.119 ,200.0 ,240 ,62.30 ,11.80 ,6.10 ,21.60 ,21.00 ,13.270 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,200.0 ,25 ,5.00 ,18.119 ,200.0 ,360 ,62.30 ,11.80 ,6.10 ,21.60 ,21.00 ,13.250 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,200.0 ,25 ,5.00 ,18.119 ,200.0 ,720 ,62.30 ,11.80 ,6.10 ,21.60 ,21.00 ,13.330 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,200.0 ,25 ,5.00 ,18.119 ,200.0 ,1080 ,62.30 ,11.80 ,6.10 ,21.60 ,21.00 ,13.270 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,200.0 ,25 ,5.00 ,18.119 ,200.0 ,1440 ,62.30 ,11.80 ,6.10 ,21.60 ,21.00 ,13.080 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,5.00 ,14.894 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,6.697478559
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,5.00 ,14.894 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,7.066532947
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,5.00 ,14.894 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,6.893161939
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,35 ,5.00 ,15.873 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,6.707733806
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,35 ,5.00 ,15.873 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,6.750641518
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,35 ,5.00 ,15.873 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,6.578466401
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,45 ,5.00 ,15.873 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,5.896562339
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,45 ,5.00 ,15.873 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,5.896899362
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,45 ,5.00 ,15.873 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,6.105136491
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,5.00 ,14.894 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,10.68090205
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,5.00 ,14.894 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,10.65606998
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,5.00 ,14.894 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,10.74937
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,35 ,5.00 ,15.873 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,8.929922536
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,35 ,5.00 ,15.873 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,8.819326902
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,35 ,5.00 ,15.873 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,8.262676114
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,45 ,5.00 ,15.873 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,7.810694348
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,45 ,5.00 ,15.873 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,7.544917567
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,45 ,5.00 ,15.873 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,7.748058651
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,5.00 ,14.894 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,12.63773837
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,5.00 ,14.894 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,12.63560883
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,5.00 ,14.894 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,12.66509453
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,35 ,5.00 ,15.873 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,10.65422837
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,35 ,5.00 ,15.873 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,10.82321906
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,35 ,5.00 ,15.873 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,10.97860606
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,45 ,5.00 ,15.873 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,8.7673159
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,45 ,5.00 ,15.873 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,8.504179472
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,45 ,5.00 ,15.873 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,8.822448697
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,3.78 ,4.650 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,2.448 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,3.78 ,4.616 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,2.039 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,3.78 ,4.559 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,2.079 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,3.56 ,9.046 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,3.120 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,3.56 ,8.919 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,2.472 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,3.56 ,8.800 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,2.870 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,3.43 ,13.551 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,3.852 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,3.43 ,13.253 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,3.651 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,3.43 ,13.467 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,3.902 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,3.37 ,17.419 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,2.934 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,3.37 ,17.233 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,2.943 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,3.37 ,16.890 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,2.681 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,3.03 ,44.500 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,5.975 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,3.03 ,43.690 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,4.349 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,3.00 ,60.550 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,4.600 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,3.00 ,60.501 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,4.400 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,2.86 ,91.542 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,4.892 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,2.86 ,90.870 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,5.320 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,2.79 ,128.490 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,8.829 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,2.79 ,131.760 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,9.186 
1.634,74.514,4.298,11.372,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,2.79 ,132.945 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,10.958 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.78 ,4.650 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,3.510 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.78 ,4.616 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,3.554 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.78 ,4.559 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,3.501 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.56 ,9.046 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,6.737 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.56 ,8.919 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,6.728 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.56 ,8.800 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,6.511 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.43 ,13.551 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,9.727 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.43 ,13.253 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,9.277 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.43 ,13.467 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,9.601 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.37 ,17.419 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,11.536 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.37 ,17.233 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,11.615 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.37 ,16.890 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,11.134 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.27 ,25.094 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,14.077 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.27 ,26.536 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,16.276 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.27 ,25.950 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,14.651 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.03 ,44.500 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,17.914 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.03 ,43.690 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,19.254 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.03 ,44.420 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,19.641 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.00 ,60.550 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,22.972 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.00 ,60.501 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,21.094 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,2.86 ,91.542 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,22.689 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,2.86 ,90.870 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,20.972 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,2.86 ,87.529 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,20.787 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,2.79 ,128.490 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,20.466 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,2.79 ,131.760 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,21.906 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,2.79 ,132.945 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,22.570 
