N(%),C(%),H(%),O(%),H/C,O/C,(O+N)/C,Fe,Pyrolysis temperature,Ball milling(h),Particle size(nm),Pore volume(cm3/g),SSA(m2/g),Addition(mg),Adsorption temperature(ÀÌ),pH,C0(mg/L),Volume(mL),Adsorption time(min),C-C284.8,HO-C=O289,C-O285,Fe(Â·),Fe(Âµ),Adsorption capacity(mg/g)
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.78 ,4.650 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,3.679 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.78 ,4.616 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,3.670 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.78 ,4.559 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,3.652 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.56 ,9.046 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,7.225 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.56 ,8.919 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,7.082 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.56 ,8.800 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,6.993 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.43 ,13.551 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,10.635 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.43 ,13.253 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,10.264 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.43 ,13.467 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,10.656 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.37 ,17.419 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,12.990 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.37 ,17.233 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,12.559 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.37 ,16.890 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,12.387 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.27 ,25.094 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,15.513 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.27 ,26.536 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,16.960 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.27 ,25.950 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,16.866 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.03 ,44.500 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,21.973 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.03 ,43.690 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,20.792 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.03 ,44.420 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,22.418 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.00 ,60.550 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,26.494 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.00 ,60.501 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,27.295 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,2.86 ,91.542 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,30.480 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,2.86 ,90.870 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,34.142 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,2.86 ,87.529 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,35.183 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,2.79 ,128.490 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,39.990 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,2.79 ,131.760 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,39.351 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,2.79 ,132.945 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,40.080 
1.634,74.514,4.298,11.372 ,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,1.00 ,18.750 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,2.609 
1.634,74.514,4.298,11.372 ,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,1.00 ,18.750 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,2.163 
1.634,74.514,4.298,11.372 ,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,1.00 ,18.750 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,2.676 
1.634,74.514,4.298,11.372 ,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,3.00 ,19.190 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,2.777 
1.634,74.514,4.298,11.372 ,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,3.00 ,19.190 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,2.144 
1.634,74.514,4.298,11.372 ,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,3.00 ,19.190 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,2.806 
1.634,74.514,4.298,11.372 ,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,5.00 ,19.230 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,3.679 
1.634,74.514,4.298,11.372 ,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,5.00 ,19.230 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,4.267 
1.634,74.514,4.298,11.372 ,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,5.00 ,19.230 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,3.878 
1.634,74.514,4.298,11.372 ,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,7.00 ,18.760 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,3.099 
1.634,74.514,4.298,11.372 ,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,7.00 ,18.760 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,3.006 
1.634,74.514,4.298,11.372 ,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,7.00 ,18.760 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,2.892 
1.634,74.514,4.298,11.372 ,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,9.00 ,18.720 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,2.190 
1.634,74.514,4.298,11.372 ,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,9.00 ,18.720 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,2.658 
1.634,74.514,4.298,11.372 ,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,9.00 ,18.720 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,1.658 
1.634,74.514,4.298,11.372 ,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,11.00 ,19.050 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,0.988 
1.634,74.514,4.298,11.372 ,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,11.00 ,19.050 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,0.855 
1.634,74.514,4.298,11.372 ,0.692 ,0.203 ,0.229 ,0.00 ,400 ,0 ,5681 ,0.0013 ,2.75 ,20.0 ,25 ,11.00 ,19.050 ,20 ,1440 ,8.16 ,0.91 ,5.83 ,0.00 ,0.00 ,0.932 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,1.00 ,18.247 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,7.820 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,1.00 ,18.247 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,6.910 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,1.00 ,18.247 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,7.488 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.00 ,18.681 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,13.347 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.00 ,18.681 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,12.236 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,3.00 ,18.681 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,11.760 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,5.00 ,18.582 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,11.917 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,5.00 ,18.582 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,11.558 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,5.00 ,18.582 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,12.885 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,7.00 ,18.482 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,10.583 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,7.00 ,18.482 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,10.010 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,7.00 ,18.482 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,10.038 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,9.00 ,18.725 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,8.943 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,9.00 ,18.725 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,8.752 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,9.00 ,18.725 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,7.910 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,11.00 ,19.160 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,1.305 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,11.00 ,19.160 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,1.652 
0.370 ,46.480 ,3.410 ,26.560 ,0.880 ,0.762 ,0.771 ,8.75 ,400 ,0 ,934 ,0.1013 ,35.53 ,20.0 ,25 ,11.00 ,19.160 ,20 ,1440 ,5.63 ,0.81 ,2.85 ,1.01 ,0.74 ,1.810 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,1.00 ,18.247 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,7.249 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,1.00 ,18.247 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,8.951 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,1.00 ,18.247 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,8.120 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.00 ,18.681 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,13.171 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.00 ,18.681 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,15.080 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,3.00 ,18.681 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,13.564 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,5.00 ,18.582 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,14.839 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,5.00 ,18.582 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,14.361 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,5.00 ,18.582 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,14.449 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,7.00 ,18.482 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,13.595 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,7.00 ,18.482 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,13.336 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,7.00 ,18.482 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,13.353 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,9.00 ,18.725 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,10.219 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,9.00 ,18.725 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,10.300 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,9.00 ,18.725 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,10.190 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,11.00 ,19.160 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,2.172 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,11.00 ,19.160 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,2.257 
0.340 ,40.120 ,2.980 ,20.730 ,0.891 ,0.689 ,0.699 ,21.34 ,400 ,3 ,640 ,0.0062 ,1.53 ,20.0 ,25 ,11.00 ,19.160 ,20 ,1440 ,6.23 ,1.18 ,0.61 ,2.16 ,2.10 ,2.305 
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
